,indice,Address,INBUILDING,EXTBUILDING,POILOGISTIC,ZONE,DISTRICT,HOUSENUM,ROADNAME,POBOX,ZIPCODE,CITY,COUNTRY,Address2,INBUILDINGK,EXTBUILDINGK,POILOGISTICK,ZONEK,DISTRICTK,HOUSENUMK,ROADNAMEK,POBOXK,ZIPCODEK,CITYK,COUNTRYK,NewLabel,Pattern_Add1
4230,5483,LIEU DIT LE CORBIER 73300 VILLAREMBERT FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,LIEU DIT LE CORBIER,NONE,73300.0,VILLAREMBERT,FRANCE,73300 VILLAREMBERT FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,73300.0,VILLAREMBERT,FRANCE,PartialMatch,EB RN C
4231,4800,AVENUE DU 8 MAI 1945 72400 LA FERTE-BERNARD FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,AVENUE DU 8 MAI 1945,NONE,72400.0,LA FERTE-BERNARD,FRANCE,72400 LA FERTE-BERNARD FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,72400.0,LA FERTE-BERNARD,FRANCE,PartialMatch,EB RN C
4232,4530,RUE DES CHEVRIES 78410 AUBERGENVILLE FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE DES CHEVRIES,NONE,78410.0,AUBERGENVILLE,FRANCE,78410 AUBERGENVILLE FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,78410.0,AUBERGENVILLE,FRANCE,PartialMatch,EB RN C
4233,4942,RESIDENCE LE VALLON D'ESCREINS RESIDENCE LE VALLON D'ESCREINS 5600 GUILLESTRE FRANCE,NONE,RESIDENCE LE VALLON D'ESCREINS,NONE,RESIDENCE LE VALLON D'ESCREINS,NONE,NONE,NONE,NONE,5600.0,GUILLESTRE,FRANCE,RESIDENCE LE VALLON D'ESCREINS 5600 GUILLESTRE FRANCE,NONE,NONE,NONE,RESIDENCE LE VALLON D'ESCREINS,NONE,NONE,NONE,NONE,5600.0,GUILLESTRE,FRANCE,PartialMatch,EB Z C
4234,3959,BATIMENT G ZAC DE CADREAN PARC TERTIAIRE ICARE 44550 MONTOIR-DE-BRETAGNE FRANCE,NONE,BATIMENT G ZAC DE CADREAN,NONE,PARC TERTIAIRE ICARE,NONE,NONE,NONE,NONE,44550.0,MONTOIR-DE-BRETAGNE,FRANCE,PARC TERTIAIRE ICARE 44550 MONTOIR-DE-BRETAGNE FRANCE,NONE,NONE,NONE,PARC TERTIAIRE ICARE,NONE,NONE,NONE,NONE,44550.0,MONTOIR-DE-BRETAGNE,FRANCE,PartialMatch,EB Z C
4235,6253,IMMEUBLE AMATOULA ZONE INDUSTRIELLE KAWENI 97600 MAMOUDZOU FRANCE,NONE,IMMEUBLE AMATOULA,NONE,ZONE INDUSTRIELLE KAWENI,NONE,NONE,NONE,NONE,97600.0,MAMOUDZOU,FRANCE,ZONE INDUSTRIELLE KAWENI 97600 MAMOUDZOU FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE KAWENI,NONE,NONE,NONE,NONE,97600.0,MAMOUDZOU,FRANCE,PartialMatch,EB Z C
4236,4820,RESIDENCE CENTRAL PARC 5100 BRIANCON FRANCE,NONE,RESIDENCE CENTRAL,NONE,PARC,NONE,NONE,NONE,NONE,5100.0,BRIANCON,FRANCE,PARC 5100 BRIANCON FRANCE,NONE,NONE,NONE,PARC,NONE,NONE,NONE,NONE,5100.0,BRIANCON,FRANCE,PartialMatch,EB Z C
4237,6626,RESIDENCE SOLEIL 3 RESIDENCE SOLEIL 5260 ANCELLE FRANCE,NONE,RESIDENCE SOLEIL 3,NONE,RESIDENCE SOLEIL,NONE,NONE,NONE,NONE,5260.0,ANCELLE,FRANCE,RESIDENCE SOLEIL 5260 ANCELLE FRANCE,NONE,NONE,NONE,RESIDENCE SOLEIL,NONE,NONE,NONE,NONE,5260.0,ANCELLE,FRANCE,PartialMatch,EB Z C
4238,2580,BATIMENT B5 ZAC PICHAURY 13080 AIX-EN-PROVENCE FRANCE,NONE,BATIMENT B5,NONE,ZAC PICHAURY,NONE,NONE,NONE,NONE,13080.0,AIX-EN-PROVENCE,FRANCE,ZAC PICHAURY 13080 AIX-EN-PROVENCE FRANCE,NONE,NONE,NONE,ZAC PICHAURY,NONE,NONE,NONE,NONE,13080.0,AIX-EN-PROVENCE,FRANCE,PartialMatch,EB Z C
4239,5556,IMMEUBLE ASTROBALE PARK NORD 2290 EPAGNY METZ-TESSY FRANCE,NONE,IMMEUBLE ASTROBALE,NONE,PARK NORD,NONE,NONE,NONE,NONE,2290.0,EPAGNY METZ-TESSY,FRANCE,PARK NORD 2290 EPAGNY METZ-TESSY FRANCE,NONE,NONE,NONE,PARK NORD,NONE,NONE,NONE,NONE,2290.0,EPAGNY METZ-TESSY,FRANCE,PartialMatch,EB Z C
4240,6273,RESIDENCE CROIX ALEXANDRE DOMAINE DE L'OUNO 20090 AJACCIO FRANCE,NONE,RESIDENCE CROIX ALEXANDRE,NONE,DOMAINE DE L'OUNO,NONE,NONE,NONE,NONE,20090.0,AJACCIO,FRANCE,DOMAINE DE L'OUNO 20090 AJACCIO FRANCE,NONE,NONE,NONE,DOMAINE DE L'OUNO,NONE,NONE,NONE,NONE,20090.0,AJACCIO,FRANCE,PartialMatch,EB Z C
4241,6365,RESIDENCE ALTAIR 5600 RESIDENCE ALTAIR 5600 RISOUL FRANCE,NONE,RESIDENCE ALTAIR 5600,NONE,RESIDENCE ALTAIR,NONE,NONE,NONE,NONE,5600.0,RISOUL,FRANCE,RESIDENCE ALTAIR 5600 RISOUL FRANCE,NONE,NONE,NONE,RESIDENCE ALTAIR,NONE,NONE,NONE,NONE,5600.0,RISOUL,FRANCE,PartialMatch,EB Z C
4242,4815,IMMEUBLE MEGA ZONE INDUSTRIELLE KAWENI 97600 MAMOUDZOU FRANCE,NONE,IMMEUBLE MEGA,NONE,ZONE INDUSTRIELLE KAWENI,NONE,NONE,NONE,NONE,97600.0,MAMOUDZOU,FRANCE,ZONE INDUSTRIELLE KAWENI 97600 MAMOUDZOU FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE KAWENI,NONE,NONE,NONE,NONE,97600.0,MAMOUDZOU,FRANCE,PartialMatch,EB Z C
4243,2717,LOTISSEMENT NUMERO 9 BAGNOL ZONE INDUSTRIELLES 5110 VITROLLES FRANCE,NONE,LOTISSEMENT NUMERO 9 BAGNOL,NONE,ZONE INDUSTRIELLES,NONE,NONE,NONE,NONE,5110.0,VITROLLES,FRANCE,ZONE INDUSTRIELLES 5110 VITROLLES FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLES,NONE,NONE,NONE,NONE,5110.0,VITROLLES,FRANCE,PartialMatch,EB Z C
4244,3767,LOTISSEMENT DE PERNICAGGIO ZONE INDUSTRIELLE BALEONE SARROLA-CARCOPINO 20167 SARROLA-CARCOPINO FRANCE,NONE,LOTISSEMENT DE PERNICAGGIO,NONE,ZONE INDUSTRIELLE BALEONE SARROLA-CARCOPINO,NONE,NONE,NONE,NONE,20167.0,SARROLA-CARCOPINO,FRANCE,ZONE INDUSTRIELLE BALEONE SARROLA-CARCOPINO 20167 SARROLA-CARCOPINO FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE BALEONE SARROLA-CARCOPINO,NONE,NONE,NONE,NONE,20167.0,SARROLA-CARCOPINO,FRANCE,PartialMatch,EB Z C
4245,5094,IMMEUBLE ISSOUFALI LE ROCHER 97615 DZAOUDZI FRANCE,NONE,IMMEUBLE ISSOUFALI,NONE,LE ROCHER,NONE,NONE,NONE,NONE,97615.0,DZAOUDZI,FRANCE,LE ROCHER 97615 DZAOUDZI FRANCE,NONE,NONE,NONE,LE ROCHER,NONE,NONE,NONE,NONE,97615.0,DZAOUDZI,FRANCE,PartialMatch,EB Z C
4246,2530,IMMEUBLE BRONZO ZONE INDUSTRIELLE ATHELIA I 13600 LA CIOTAT FRANCE,NONE,IMMEUBLE BRONZO,NONE,ZONE INDUSTRIELLE ATHELIA I,NONE,NONE,NONE,NONE,13600.0,LA CIOTAT,FRANCE,ZONE INDUSTRIELLE ATHELIA I 13600 LA CIOTAT FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE ATHELIA I,NONE,NONE,NONE,NONE,13600.0,LA CIOTAT,FRANCE,PartialMatch,EB Z C
4247,5217,IMMEUBLE MARCOL 2 LOTISSEMENT MARENGO ZONE COLLERY OUEST- 97300 CAYENNE FRANCE,NONE,IMMEUBLE MARCOL 2 LOTISSEMENT MARENGO,NONE,ZONE COLLERY OUEST-,NONE,NONE,NONE,NONE,97300.0,CAYENNE,FRANCE,ZONE COLLERY OUEST- 97300 CAYENNE FRANCE,NONE,NONE,NONE,ZONE COLLERY OUEST-,NONE,NONE,NONE,NONE,97300.0,CAYENNE,FRANCE,PartialMatch,EB Z C
4248,6135,LA TOUR EST DOMAINE DE LA TOUR EST CS 40012 24100 BERGERAC FRANCE,NONE,LA TOUR EST,NONE,DOMAINE DE LA TOUR EST,NONE,NONE,NONE,CS 40012,24100.0,BERGERAC,FRANCE,DOMAINE DE LA TOUR EST CS 40012 24100 BERGERAC FRANCE,NONE,NONE,NONE,DOMAINE DE LA TOUR EST,NONE,NONE,NONE,CS 40012,24100.0,BERGERAC,FRANCE,PartialMatch,EB Z C
4249,4370,IMMEUBLE GRISELIS IMMEUBLE GRISELIS 4800 GREOUX-LES-BAINS FRANCE,NONE,IMMEUBLE GRISELIS,NONE,IMMEUBLE GRISELIS,NONE,NONE,NONE,NONE,4800.0,GREOUX-LES-BAINS,FRANCE,IMMEUBLE GRISELIS 4800 GREOUX-LES-BAINS FRANCE,NONE,NONE,NONE,IMMEUBLE GRISELIS,NONE,NONE,NONE,NONE,4800.0,GREOUX-LES-BAINS,FRANCE,PartialMatch,EB Z C
4250,4390,IMMEUBLE L'AMBRUNERAIE LE HAUT-BREDA LE PLEYNET 38580 LE MOUTARET FRANCE,NONE,IMMEUBLE L'AMBRUNERAIE LE HAUT-BREDA,NONE,LE PLEYNET,NONE,NONE,NONE,NONE,38580.0,LE MOUTARET,FRANCE,LE PLEYNET 38580 LE MOUTARET FRANCE,NONE,NONE,NONE,LE PLEYNET,NONE,NONE,NONE,NONE,38580.0,LE MOUTARET,FRANCE,PartialMatch,EB Z C
4251,6389,RESIDENCE DU ROND POINT L ETANG DE CHANTRAINE 88000 EPINAL FRANCE,NONE,RESIDENCE DU ROND POINT,NONE,L ETANG DE CHANTRAINE,NONE,NONE,NONE,NONE,88000.0,EPINAL,FRANCE,L ETANG DE CHANTRAINE 88000 EPINAL FRANCE,NONE,NONE,NONE,L ETANG DE CHANTRAINE,NONE,NONE,NONE,NONE,88000.0,EPINAL,FRANCE,PartialMatch,EB Z C
4252,4715,RESIDENCE RESIDENCE DES BOUTTEMONTS 78440 LAINVILLE-EN-VEXIN FRANCE,NONE,RESIDENCE RESIDENCE DES BOUTTEMONTS,NONE,NONE,NONE,NONE,NONE,NONE,78440.0,LAINVILLE-EN-VEXIN,FRANCE,78440 LAINVILLE-EN-VEXIN FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,78440.0,LAINVILLE-EN-VEXIN,FRANCE,PartialMatch,EB Z C
4253,4253,IMMEUBLES DOMA 54 B RUE DE CLICHY 75009 PARIS FRANCE,NONE,IMMEUBLES DOMA,NONE,NONE,NONE,54 B,RUE DE CLICHY,NONE,75009.0,PARIS,FRANCE,IMMEUBLES DOMA 75009 PARIS FRANCE,NONE,IMMEUBLES DOMA,NONE,NONE,NONE,NONE,NONE,NONE,75009.0,PARIS,FRANCE,PartialMatch,EB Z HN RN C
4254,3797,IMMEUBLE PLEIN JOUR 57 AVENUE D EMBRUN 5000 GAP FRANCE,NONE,IMMEUBLE PLEIN JOUR,NONE,NONE,NONE,57,AVENUE D EMBRUN,NONE,5000.0,GAP,FRANCE,IMMEUBLE PLEIN JOUR 5000 GAP FRANCE,NONE,IMMEUBLE PLEIN JOUR,NONE,NONE,NONE,NONE,NONE,NONE,5000.0,GAP,FRANCE,PartialMatch,EB Z HN RN C
4255,3660,BATIMENT EQUATE 10 RUE JACQUES CARTIER 17440 AYTRE FRANCE,NONE,BATIMENT EQUATE,NONE,NONE,NONE,10,RUE JACQUES CARTIER,NONE,17440.0,AYTRE,FRANCE,BATIMENT EQUATE 17440 AYTRE FRANCE,NONE,BATIMENT EQUATE,NONE,NONE,NONE,NONE,NONE,NONE,17440.0,AYTRE,FRANCE,PartialMatch,EB Z HN RN C
4256,3799,RESIDENCE CHARENTON 53 RUE DE CHARENTON 75012 PARIS FRANCE,NONE,RESIDENCE CHARENTON,NONE,NONE,NONE,53,RUE DE CHARENTON,NONE,75012.0,PARIS,FRANCE,RESIDENCE CHARENTON 75012 PARIS FRANCE,NONE,RESIDENCE CHARENTON,NONE,NONE,NONE,NONE,NONE,NONE,75012.0,PARIS,FRANCE,PartialMatch,EB Z HN RN C
4257,6433,RESIDENCE EDEN 33 AVENUE DOCTEUR RAYMOND PICAUD 6400 CANNES FRANCE,NONE,RESIDENCE EDEN,NONE,NONE,NONE,33,AVENUE DOCTEUR RAYMOND PICAUD,NONE,6400.0,CANNES,FRANCE,RESIDENCE EDEN 6400 CANNES FRANCE,NONE,RESIDENCE EDEN,NONE,NONE,NONE,NONE,NONE,NONE,6400.0,CANNES,FRANCE,PartialMatch,EB Z HN RN C
4258,7040,LOTISSEMENT 36 350 RUE ALFRED NOBEL 34000 MONTPELLIER FRANCE,NONE,LOTISSEMENT 36,NONE,NONE,NONE,350,RUE ALFRED NOBEL,NONE,34000.0,MONTPELLIER,FRANCE,LOTISSEMENT 36 34000 MONTPELLIER FRANCE,NONE,LOTISSEMENT 36,NONE,NONE,NONE,NONE,NONE,NONE,34000.0,MONTPELLIER,FRANCE,PartialMatch,EB Z HN RN C
4259,3622,IMMEUBLE TECH'INDUS B 645 RUE MAYOR DE MONTRICHER 13080 AIX-EN-PROVENCE FRANCE,NONE,IMMEUBLE TECH'INDUS B,NONE,NONE,NONE,645,RUE MAYOR DE MONTRICHER,NONE,13080.0,AIX-EN-PROVENCE,FRANCE,IMMEUBLE TECH'INDUS B 13080 AIX-EN-PROVENCE FRANCE,NONE,IMMEUBLE TECH'INDUS B,NONE,NONE,NONE,NONE,NONE,NONE,13080.0,AIX-EN-PROVENCE,FRANCE,PartialMatch,EB Z HN RN C
4260,7774,BT C 415 RUE CLAUDE NICOLAS LEDOUX 13080 AIX-EN-PROVENCE FRANCE,NONE,BT C,NONE,NONE,NONE,415,RUE CLAUDE NICOLAS LEDOUX,NONE,13080.0,AIX-EN-PROVENCE,FRANCE,BT C 13080 AIX-EN-PROVENCE FRANCE,NONE,BT C,NONE,NONE,NONE,NONE,NONE,NONE,13080.0,AIX-EN-PROVENCE,FRANCE,PartialMatch,EB Z HN RN C
4261,5689,LOTISSEMENT B53 25 RUE DES SAYES L'ISLE-D'ABEAU 38080 L ISLE D ABEAU FRANCE,NONE,LOTISSEMENT B53,NONE,NONE,NONE,25,RUE DES SAYES L'ISLE-D'ABEAU,NONE,38080.0,L ISLE D ABEAU,FRANCE,LOTISSEMENT B53 38080 L ISLE D ABEAU FRANCE,NONE,LOTISSEMENT B53,NONE,NONE,NONE,NONE,NONE,NONE,38080.0,L ISLE D ABEAU,FRANCE,PartialMatch,EB Z HN RN C
4262,6338,IMMEUBLE C 595 RUE PIERRE BERTHIER 13080 AIX-EN-PROVENCE FRANCE,NONE,IMMEUBLE C,NONE,NONE,NONE,595,RUE PIERRE BERTHIER,NONE,13080.0,AIX-EN-PROVENCE,FRANCE,IMMEUBLE C 13080 AIX-EN-PROVENCE FRANCE,NONE,IMMEUBLE C,NONE,NONE,NONE,NONE,NONE,NONE,13080.0,AIX-EN-PROVENCE,FRANCE,PartialMatch,EB Z HN RN C
4263,4770,TOUR G 7 7 RUE DES LILAS 38240 MEYLAN FRANCE,NONE,TOUR G 7,NONE,NONE,NONE,7,RUE DES LILAS,NONE,38240.0,MEYLAN,FRANCE,TOUR G 7 38240 MEYLAN FRANCE,NONE,TOUR G 7,NONE,NONE,NONE,NONE,NONE,NONE,38240.0,MEYLAN,FRANCE,PartialMatch,EB Z HN RN C
4264,7057,RESIDENCE PANORAMA A 305 AVENUE SAINT PHILIPPE 6410 BIOT FRANCE,NONE,RESIDENCE PANORAMA A,NONE,NONE,NONE,305,AVENUE SAINT PHILIPPE,NONE,6410.0,BIOT,FRANCE,RESIDENCE PANORAMA A 6410 BIOT FRANCE,NONE,RESIDENCE PANORAMA A,NONE,NONE,NONE,NONE,NONE,NONE,6410.0,BIOT,FRANCE,PartialMatch,EB Z HN RN C
4265,6220,BATIMENT B 5 AVENUE VICTOR HUGO 28000 CHARTRES FRANCE,NONE,BATIMENT B,NONE,NONE,NONE,5,AVENUE VICTOR HUGO,NONE,28000.0,CHARTRES,FRANCE,BATIMENT B 28000 CHARTRES FRANCE,NONE,BATIMENT B,NONE,NONE,NONE,NONE,NONE,NONE,28000.0,CHARTRES,FRANCE,PartialMatch,EB Z HN RN C
4266,7384,BT ALPHA 2000 CHEMIN CAREIRASSE 30132 CAISSARGUES FRANCE,NONE,BT ALPHA,NONE,NONE,NONE,2000,CHEMIN CAREIRASSE,NONE,30132.0,CAISSARGUES,FRANCE,BT ALPHA 30132 CAISSARGUES FRANCE,NONE,BT ALPHA,NONE,NONE,NONE,NONE,NONE,NONE,30132.0,CAISSARGUES,FRANCE,PartialMatch,EB Z HN RN C
4267,3710,IMMEUBLE ATHENA 2 - 9 RUE DU VIEUX MOULIN 74960 ANNECY FRANCE,NONE,IMMEUBLE ATHENA 2 -,NONE,NONE,NONE,9,RUE DU VIEUX MOULIN,NONE,74960.0,ANNECY,FRANCE,IMMEUBLE ATHENA 2 - 74960 ANNECY FRANCE,NONE,IMMEUBLE ATHENA 2 -,NONE,NONE,NONE,NONE,NONE,NONE,74960.0,ANNECY,FRANCE,PartialMatch,EB Z HN RN C
4268,5933,IMMEUBLE AURELIEN 2 2 IMPASSE BOUDEVILLE 31100 TOULOUSE FRANCE,NONE,IMMEUBLE AURELIEN 2,NONE,NONE,NONE,2,IMPASSE BOUDEVILLE,NONE,31100.0,TOULOUSE,FRANCE,IMMEUBLE AURELIEN 2 31100 TOULOUSE FRANCE,NONE,IMMEUBLE AURELIEN 2,NONE,NONE,NONE,NONE,NONE,NONE,31100.0,TOULOUSE,FRANCE,PartialMatch,EB Z HN RN C
4269,4983,IMMEUBLE LES ALIZEES- 8 ALLEE DE L INNOVATION 2200 SOISSONS FRANCE,NONE,IMMEUBLE LES ALIZEES-,NONE,NONE,NONE,8,ALLEE DE L INNOVATION,NONE,2200.0,SOISSONS,FRANCE,IMMEUBLE LES ALIZEES- 2200 SOISSONS FRANCE,NONE,IMMEUBLE LES ALIZEES-,NONE,NONE,NONE,NONE,NONE,NONE,2200.0,SOISSONS,FRANCE,PartialMatch,EB Z HN RN C
4270,7018,IMMEUBLE ARCHE BOTTI 115 ALLEE NORBERT WIENER 30000 NIMES FRANCE,NONE,IMMEUBLE ARCHE BOTTI,NONE,NONE,NONE,115,ALLEE NORBERT WIENER,NONE,30000.0,NIMES,FRANCE,IMMEUBLE ARCHE BOTTI 30000 NIMES FRANCE,NONE,IMMEUBLE ARCHE BOTTI,NONE,NONE,NONE,NONE,NONE,NONE,30000.0,NIMES,FRANCE,PartialMatch,EB Z HN RN C
4271,4010,BT B 64 AVENUE D'HAIFA 13008 MARSEILLE FRANCE,NONE,BT B,NONE,NONE,NONE,64,AVENUE D'HAIFA,NONE,13008.0,MARSEILLE,FRANCE,BT B 13008 MARSEILLE FRANCE,NONE,BT B,NONE,NONE,NONE,NONE,NONE,NONE,13008.0,MARSEILLE,FRANCE,PartialMatch,EB Z HN RN C
4272,7594,BATIMENT A 3 RUE MARC DONADILLE 13013 MARSEILLE FRANCE,NONE,BATIMENT A,NONE,NONE,NONE,3,RUE MARC DONADILLE,NONE,13013.0,MARSEILLE,FRANCE,BATIMENT A 13013 MARSEILLE FRANCE,NONE,BATIMENT A,NONE,NONE,NONE,NONE,NONE,NONE,13013.0,MARSEILLE,FRANCE,PartialMatch,EB Z HN RN C
4273,8641,BATIMENT E 96 CHEMIN DU VALLON ROUGE 13410 LAMBESC FRANCE,NONE,BATIMENT E,NONE,NONE,NONE,96,CHEMIN DU VALLON ROUGE,NONE,13410.0,LAMBESC,FRANCE,BATIMENT E 13410 LAMBESC FRANCE,NONE,BATIMENT E,NONE,NONE,NONE,NONE,NONE,NONE,13410.0,LAMBESC,FRANCE,PartialMatch,EB Z HN RN C
4274,8777,IMMEUBLE DAN GIORGIO 2 ALLEE VIVALDI 6800 CAGNES-SUR-MER FRANCE,NONE,IMMEUBLE DAN GIORGIO,NONE,NONE,NONE,2,ALLEE VIVALDI,NONE,6800.0,CAGNES-SUR-MER,FRANCE,IMMEUBLE DAN GIORGIO 6800 CAGNES-SUR-MER FRANCE,NONE,IMMEUBLE DAN GIORGIO,NONE,NONE,NONE,NONE,NONE,NONE,6800.0,CAGNES-SUR-MER,FRANCE,PartialMatch,EB Z HN RN C
4275,8894,LOTISSEMENT 2 PLAINE DE LA BRAGUE 6160 ANTIBES FRANCE,NONE,LOTISSEMENT,NONE,NONE,NONE,2,PLAINE DE LA BRAGUE,NONE,6160.0,ANTIBES,FRANCE,LOTISSEMENT 6160 ANTIBES FRANCE,NONE,LOTISSEMENT,NONE,NONE,NONE,NONE,NONE,NONE,6160.0,ANTIBES,FRANCE,PartialMatch,EB Z HN RN C
4276,5650,ENTREPOT FRUCHARDIERE 7 B RUE CLEMENT ADER LES SABLES D'OLONNE 85340 L ILE D OLONNE FRANCE,NONE,ENTREPOT FRUCHARDIERE,NONE,NONE,NONE,7 B,RUE CLEMENT ADER LES SABLES D'OLONNE,NONE,85340.0,L ILE D OLONNE,FRANCE,ENTREPOT FRUCHARDIERE 85340 L ILE D OLONNE FRANCE,NONE,ENTREPOT FRUCHARDIERE,NONE,NONE,NONE,NONE,NONE,NONE,85340.0,L ILE D OLONNE,FRANCE,PartialMatch,EB Z HN RN C
4277,6599,IMMEUBLE SPACE 212 208 BOULEVARD DU MERCANTOUR 6200 NICE FRANCE,NONE,IMMEUBLE SPACE 212,NONE,NONE,NONE,208,BOULEVARD DU MERCANTOUR,NONE,6200.0,NICE,FRANCE,IMMEUBLE SPACE 212 6200 NICE FRANCE,NONE,IMMEUBLE SPACE 212,NONE,NONE,NONE,NONE,NONE,NONE,6200.0,NICE,FRANCE,PartialMatch,EB Z HN RN C
4278,5603,IMMEUBLE LA CLAREE 22 AVENUE DU LAUTARET 5100 BRIANCON FRANCE,NONE,IMMEUBLE LA CLAREE,NONE,NONE,NONE,22,AVENUE DU LAUTARET,NONE,5100.0,BRIANCON,FRANCE,IMMEUBLE LA CLAREE 5100 BRIANCON FRANCE,NONE,IMMEUBLE LA CLAREE,NONE,NONE,NONE,NONE,NONE,NONE,5100.0,BRIANCON,FRANCE,PartialMatch,EB Z HN RN C
4279,4757,IMMEUBLE LE GUIL 79 RUE CLOVIS HUGUES 5200 EMBRUN FRANCE,NONE,IMMEUBLE LE GUIL,NONE,NONE,NONE,79,RUE CLOVIS HUGUES,NONE,5200.0,EMBRUN,FRANCE,IMMEUBLE LE GUIL 5200 EMBRUN FRANCE,NONE,IMMEUBLE LE GUIL,NONE,NONE,NONE,NONE,NONE,NONE,5200.0,EMBRUN,FRANCE,PartialMatch,EB Z HN RN C
4280,7779,BATIMENT C 178 AVENUE LOUIS LEPINE 84700 SORGUES FRANCE,NONE,BATIMENT C,NONE,NONE,NONE,178,AVENUE LOUIS LEPINE,NONE,84700.0,SORGUES,FRANCE,BATIMENT C 84700 SORGUES FRANCE,NONE,BATIMENT C,NONE,NONE,NONE,NONE,NONE,NONE,84700.0,SORGUES,FRANCE,PartialMatch,EB Z HN RN C
4281,5846,RESIDENCE STANESCO 170 BOULEVARD NAPOLEON III 6200 NICE FRANCE,NONE,RESIDENCE STANESCO,NONE,NONE,NONE,170,BOULEVARD NAPOLEON III,NONE,6200.0,NICE,FRANCE,RESIDENCE STANESCO 6200 NICE FRANCE,NONE,RESIDENCE STANESCO,NONE,NONE,NONE,NONE,NONE,NONE,6200.0,NICE,FRANCE,PartialMatch,EB Z HN RN C
4282,8247,BT A 26 CHEMIN DE PARADIS 13500 MARTIGUES FRANCE,NONE,BT A,NONE,NONE,NONE,26,CHEMIN DE PARADIS,NONE,13500.0,MARTIGUES,FRANCE,BT A 13500 MARTIGUES FRANCE,NONE,BT A,NONE,NONE,NONE,NONE,NONE,NONE,13500.0,MARTIGUES,FRANCE,PartialMatch,EB Z HN RN C
4283,5793,BATIMENT 516 1 ALLEE DU COMMANDANT MOUCHOTTE 94390 PARAY-VIEILLE-POSTE FRANCE,NONE,BATIMENT 516,NONE,NONE,NONE,1,ALLEE DU COMMANDANT MOUCHOTTE,NONE,94390.0,PARAY-VIEILLE-POSTE,FRANCE,BATIMENT 516 94390 PARAY-VIEILLE-POSTE FRANCE,NONE,BATIMENT 516,NONE,NONE,NONE,NONE,NONE,NONE,94390.0,PARAY-VIEILLE-POSTE,FRANCE,PartialMatch,EB Z HN RN C
4284,4561,IMMEUBLE LES JONQUIERES 31 ALLEE DES FONTAINIERS 4000 DIGNE-LES-BAINS FRANCE,NONE,IMMEUBLE LES JONQUIERES,NONE,NONE,NONE,31,ALLEE DES FONTAINIERS,NONE,4000.0,DIGNE-LES-BAINS,FRANCE,IMMEUBLE LES JONQUIERES 4000 DIGNE-LES-BAINS FRANCE,NONE,IMMEUBLE LES JONQUIERES,NONE,NONE,NONE,NONE,NONE,NONE,4000.0,DIGNE-LES-BAINS,FRANCE,PartialMatch,EB Z HN RN C
4285,7090,BATIMENT D0 7 5 RUE LOUIS-JACQUES DAGUERRE 35136 SAINT-JACQUES-DE-LA-LANDE FRANCE,NONE,BATIMENT D0 7,NONE,NONE,NONE,5,RUE LOUIS-JACQUES DAGUERRE,NONE,35136.0,SAINT-JACQUES-DE-LA-LANDE,FRANCE,BATIMENT D0 7 35136 SAINT-JACQUES-DE-LA-LANDE FRANCE,NONE,BATIMENT D0 7,NONE,NONE,NONE,NONE,NONE,NONE,35136.0,SAINT-JACQUES-DE-LA-LANDE,FRANCE,PartialMatch,EB Z HN RN C
4286,7786,IMMEUBLE LES TERRASSES II 7 RUE DES TERRASSES 76170 PORT-JEROME-SUR-SEINE FRANCE,NONE,IMMEUBLE LES TERRASSES II,NONE,NONE,NONE,7,RUE DES TERRASSES,NONE,76170.0,PORT-JEROME-SUR-SEINE,FRANCE,IMMEUBLE LES TERRASSES II 76170 PORT-JEROME-SUR-SEINE FRANCE,NONE,IMMEUBLE LES TERRASSES II,NONE,NONE,NONE,NONE,NONE,NONE,76170.0,PORT-JEROME-SUR-SEINE,FRANCE,PartialMatch,EB Z HN RN C
4287,6456,BATIMENT B 9 BOULEVARD DU NORD 6110 LE CANNET FRANCE,NONE,BATIMENT B,NONE,NONE,NONE,9,BOULEVARD DU NORD,NONE,6110.0,LE CANNET,FRANCE,BATIMENT B 6110 LE CANNET FRANCE,NONE,BATIMENT B,NONE,NONE,NONE,NONE,NONE,NONE,6110.0,LE CANNET,FRANCE,PartialMatch,EB Z HN RN C
4288,5873,LOTISSEMENT 44 460 AVENUE DE LA QUIERA VOIE D 6370 MOUANS-SARTOUX FRANCE,NONE,LOTISSEMENT 44,NONE,NONE,NONE,460,AVENUE DE LA QUIERA VOIE D,NONE,6370.0,MOUANS-SARTOUX,FRANCE,LOTISSEMENT 44 6370 MOUANS-SARTOUX FRANCE,NONE,LOTISSEMENT 44,NONE,NONE,NONE,NONE,NONE,NONE,6370.0,MOUANS-SARTOUX,FRANCE,PartialMatch,EB Z HN RN C
