companyI,AddI,CompanyK,AddK,INBUILDING,EXTBUILDING,POILOGISTIC,ZONE,DISTRICT,HOUSENUM,ROADNAME,POBOX,ZIPCODE,CITY,COUNTRY,INBUILDINGK,EXTBUILDINGK,POILOGISTICK,ZONEK,DISTRICTK,HOUSENUMK,ROADNAMEK,POBOXK,ZIPCODEK,CITYK,COUNTRYK,NewLabel
TRANSPORTS VERVERKEN,ZA Fosse de l'Orme 27390 MONTREUIL L'ARGILLE France,TRANSPORTS VERVERKEN,ZA LES FOSSE DE L ORME 27390 MONTREUIL L'ARGILLE France,NONE,NONE,NONE,ZONE ARTISANALE FOSSE DE L'ORME,NONE,NONE,NONE,NONE,27390,MONTREUIL,FRANCE,NONE,NONE,NONE,ZONE ARTISANALE LES FOSSE DE L ORME,NONE,NONE,NONE,NONE,27390,MONTREUIL,FRANCE,Match
SOCIT DES TRANSPORTS LUXOVIENS,Zi des Noys 06 70300 FROIDECONCHE France,SOCIETE DES TRANSPORTS LUXOVIENS,DES NOYES ZI DES NOYES 70300 FROIDECONCHE France,NONE,NONE,NONE,ZONE INDUSTRIELLE DES NOYS 06,NONE,NONE,NONE,NONE,70300,FROIDECONCHE,FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE DES NOYES,NONE,NONE,NONE,NONE,70300,FROIDECONCHE,FRANCE,Match
TRANSPORTS JH MESGUEN,Z.A. Rocade Nord 13550 NOVES France,TRANSPORTS J.H MESGUEN TRANSPORTS JH MESGUEN,ZA ROCADE NORD 13550 NOVES France,NONE,NONE,NONE,ZONE ARTISANALE ROCADE NORD,NONE,NONE,NONE,NONE,13550,NOVES,FRANCE,NONE,NONE,NONE,ZONE ARTISANALE ROCADE NORD,NONE,NONE,NONE,NONE,13550,NOVES,FRANCE,Match
AUVERGNE TRANSPORTS SERVICES MANUTENTION,64 RUE PIERRE GILLES DE GENNES  63118 CEBAZAT FRANCE,SERVICE AUVERGNE METAUX,185 RUE PIERRE GILLES DE GENNES ZAC DES MONTELS III 63118 CEBAZAT France,NONE,NONE,NONE,NONE,NONE,64,RUE PIERRE GILLES DE GENNES,NONE,63118,CEBAZAT,FRANCE,NONE,NONE,NONE,ZONE ARTISANALEC DES MONTELS III,NONE,185,RUE PIERRE GILLES DE GENNES,NONE,63118,CEBAZAT,FRANCE,PartialMatch
TRANSPORTS CALVEZ ERIC,ZA KERGABEN 29710 PLONEIS FRANCE,TRANSPORTS CALVEZ ERIC,ZA DE KERGABEN 29710 PLONEIS France,NONE,NONE,NONE,ZONE ARTISANALE KERGABEN,NONE,NONE,NONE,NONE,29710,PLONEIS,FRANCE,NONE,NONE,NONE,ZONE ARTISANALE DE KERGABEN,NONE,NONE,NONE,NONE,29710,PLONEIS,FRANCE,Match
ETABLISSEMENTS CHARBONNIER,Route de Blois ZI de la Grange BP 11 41203 ROMORANTIN France,ETABLISSEMENTS CHARBONNIER ETS CHARBONNIER,AV DE BLOIS ZI DE LA GRANGE 41200 ROMORANTIN LANTHENAY France,NONE,NONE,NONE,ZONE INDUSTRIELLE DE LA GRANGE,NONE,NONE,ROUTE DE BLOIS,BP 11,41203,ROMORANTIN LANTHENAY,FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE DE LA GRANGE,NONE,NONE,AVENUE DE BLOIS,NONE,41200,ROMORANTIN LANTHENAY,FRANCE,Match
TRANSPORTS FERLAY,La Laugerie ZI du Ponteix 87220 FEYTIAT France,FERLAY TRANSPORTS,ZI LA LAUGERIE ZONE INDUSTRIELLE 87220 FEYTIAT France,NONE,NONE,NONE,LA LAUGERIE,NONE,NONE,NONE,NONE,87220,FEYTIAT,FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE LA LAUGERIE,NONE,NONE,NONE,NONE,87220,FEYTIAT,FRANCE,Match
TRANSPORTS COLOMBET & FILS,ZI Les Taillas BP60 43600 STE SIGOLENE France,SOCIETE A SCHULMAN,ZI LES TAILLAS C/O TRANSPORTS COLOMBET ET FILS 43600 SAINTE SIGOLENE France,NONE,NONE,NONE,ZONE INDUSTRIELLE LES TAILLAS,NONE,NONE,NONE,BP 60,43600,SAINTE SIGOLENE,FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE LES TAILLAS,NONE,NONE,NONE,NONE,43600,SAINTE SIGOLENE,FRANCE,PartialMatch
JUMEAU TRANSPORTS,Zone artisanale Vilsain II 28200 CHATEAUDUN France,TRANSPORTS JUMEAU JUMEAU TRANSPORTS,AV DU COLONEL PARSONS ZONE ARTISANALE VILSAIN 28200 CHATEAUDUN France,NONE,NONE,NONE,ZONE ARTISANALE VILSAIN II,NONE,NONE,NONE,NONE,28200,CHATEAUDUN,FRANCE,NONE,NONE,NONE,ZONE ARTISANALE VILSAIN,NONE,NONE,AVENUE DU COLONEL PARSONS,NONE,28200,CHATEAUDUN,FRANCE,PartialMatch
TRANSPORTS PEBERAT,ZONE INDUSTRIELLE L HERISSON 47230 LAVARDAC France,TRANSPORTS PEBERAT,ZONE INDUSTRIELLE L'HERISSON 47230 LAVARDAC France,NONE,NONE,NONE,ZONE INDUSTRIELLE L HERISSON,NONE,NONE,NONE,NONE,47230,LAVARDAC,FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE L'HERISSON,NONE,NONE,NONE,NONE,47230,LAVARDAC,FRANCE,Match
TRANSPORTS CAVALLIN,17 Rue Louis Armand  ZONE INDUSTRIELLE JEAN MALEZE 47240 BON ENCONTRE France,SOCIETE DES TRANSPORTS CAVALLIN,25 RUE LAVOISIER ZI JEAN MALEZE 47240 BON ENCONTRE France,NONE,NONE,NONE,ZONE INDUSTRIELLE JEAN MALEZE,NONE,17,RUE LOUIS ARMAND,NONE,47240,BON ENCONTRE,FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE JEAN MALEZE,NONE,25,RUE LAVOISIER,NONE,47240,BON ENCONTRE,FRANCE,PartialMatch
DE BONI DEMENAGEMENTS,ZAC des Saules 90400 BOTANS France,DE BONI DEMENAGEMENTS SAS DE BONI D\XE9MENAGEMENTS,ZAC DES SAULES 90400 BOTANS France,NONE,NONE,NONE,ZONE ARTISANALEC DES SAULES,NONE,NONE,NONE,NONE,90400,BOTANS,FRANCE,NONE,NONE,NONE,ZONE ARTISANALEC DES SAULES,NONE,NONE,NONE,NONE,90400,BOTANS,FRANCE,Match
RIPOCHE TRANSPORTS,Z.I. EVRE ET LOIRE 49600 BEAUPREAU France,RIPOCHE TRANSPORTS,ZI EVRE ET LOIRE BP 10089  49600 BEAUPREAU EN MAUGES France,NONE,NONE,NONE,ZONE INDUSTRIELLE EVRE ET LOIRE,NONE,NONE,NONE,NONE,49600,BEAUPREAU,FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE EVRE ET LOIRE,NONE,NONE,NONE,BP 10089,49600,BEAUPREAU,FRANCE,Match
BERNIS GUERET,ZI Cher du Prat 23000 GUERET France,TRANSPORTS BERNIS,CHER DU PRAT 23000 GUERET France,NONE,NONE,NONE,ZONE INDUSTRIELLE CHER DU PRAT,NONE,NONE,NONE,NONE,23000,GUERET,FRANCE,NONE,NONE,NONE,CHER DU PRAT,NONE,NONE,NONE,NONE,23000,GUERET,FRANCE,PartialMatch
TRANSQUERCY FRANCE EXPRESS 46,parc d'activit Sycala Boutic 46230 FONTANES France,TRANSQUERCY,PARC D'ACTIVITES DU SYCALA 46230 FONTANES France,NONE,NONE,NONE,PARC ACTIVITERC D'ACTIVITES DU SYCALA,NONE,NONE,NONE,NONE,46230,FONTANES,FRANCE,NONE,NONE,NONE,PARC ACTIVITERC DU SYCALA,NONE,NONE,NONE,NONE,46230,FONTANES,FRANCE,Match
ZIEGLER FRANCE 26,GUIMAND 26120 MALISSARD FRANCE,ZIEGLER FRANCE SA,ZA DU GUIMAND 26120 MALISSARD France,NONE,NONE,NONE,GUIMAND,NONE,NONE,NONE,NONE,26120,MALISSARD,FRANCE,NONE,NONE,NONE,ZONE ARTISANALE DU GUIMAND,NONE,NONE,NONE,NONE,26120,MALISSARD,FRANCE,Match
GICQUEL TRANSPORTS,PA DU VAL D'OUST 56140 ST ABRAHAM FRANCE,TRANSPORTS GICQUEL SARL,VAL D'OUST 56140 SAINT ABRAHAM France,NONE,NONE,NONE,PARC ACTIVITERC D'ACTIVITE DU VALLON D'OUST,NONE,NONE,NONE,NONE,56140,SAINT ABRAHAM,FRANCE,NONE,NONE,NONE,VAL D'OUST,NONE,NONE,NONE,NONE,56140,SAINT ABRAHAM,FRANCE,Match
BERNIS BRIVE,2 Centre logistique de la gare 19270 USSAC France,TRANSPORTS BERNIS,5 CENTRE LOGISTIQUE DE LA GA 19270 USSAC France,NONE,NONE,GARE,CENTRE LOGISTIQUE DE LA,NONE,2,NONE,NONE,19270,USSAC,FRANCE,NONE,NONE,NONE,CENTRE LOGISTIQUE DE LA GA,NONE,5,NONE,NONE,19270,USSAC,FRANCE,PartialMatch
BOURGEOIS TRANSPORTS,4 Zone Artisanale 25410 VELESMES ESSARTS France,SOCIETE NOUVELLE PEREZ,10 ZONE ARTISANALE 25410 VELESMES ESSARTS France,NONE,NONE,NONE,ZONE ARTISANALE,NONE,10,NONE,NONE,25410,VELESMES ESSARTS,FRANCE,NONE,NONE,NONE,ZONE ARTISANALE,NONE,NONE,NONE,NONE,25410,VELESMES ESSARTS,FRANCE,PartialMatch
TRANSPORTS CELLIER,ZA 46110 SAINT-MICHEL DE BANNIERES FRANCE,TRANS-CELLIER,ZA TEULIERES ZA 46110 SAINT MICHEL DE BANNIERES France,NONE,NONE,NONE,ZONE ARTISANALE,NONE,NONE,NONE,NONE,46110,SAINT MICHEL DE BANNIERES,FRANCE,NONE,NONE,NONE,ZONE ARTISANALE TEULIERES,NONE,NONE,NONE,NONE,46110,SAINT MICHEL DE BANNIERES,FRANCE,Match
BOURGEOIS TRANSPORTS,Zone Artisanale 25410 VELESMES ESSARTS France,SA TRANSPORTS BOURGEOIS TRANSPORTS BOURGEOIS,ZONE ARTISANALE 25410 VELESMES ESSARTS France,NONE,NONE,NONE,ZONE ARTISANALE,NONE,NONE,NONE,NONE,25410,VELESMES ESSARTS,FRANCE,NONE,NONE,NONE,ZONE ARTISANALE,NONE,NONE,NONE,NONE,25410,VELESMES ESSARTS,FRANCE,Match
XPO LOGISTICS 84,Zac de fontvert 3 84130 LE PONTET France,XPO DISTRIBUTION FRANCE,385 RUE BENJAMIN FRANKLIN ZAC FONTVERT 3 84130 LE PONTET France,NONE,NONE,NONE,ZONE ARTISANALEC DE FONTVERT 3,NONE,NONE,NONE,NONE,84130,LE PONTET,FRANCE,NONE,NONE,NONE,ZONE ARTISANALEC FONTVERT 3,NONE,385,RUE BENJAMIN FRANKLIN,NONE,84130,LE PONTET,FRANCE,PartialMatch
GEODIS 52 SAINT DIZIER WALBAUM,ZI de Troisfontaines - rue de la Favarde 66 52102 Saint DIZIER France,WALBAUM,RUE DE LA FAVARDE ZI TROISFONTAINES 52100 SAINT DIZIER France,NONE,NONE,NONE,ZONE INDUSTRIELLE DE TROISFONTAINES,NONE,66,RUE DE LA FAVARDE,NONE,52102,SAINT DIZIER,FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE TROISFONTAINES,NONE,NONE,RUE DE LA FAVARDE,NONE,52100,SAINT DIZIER,FRANCE,Match
CALBERSON 33 BORDEAUX,Zone de Frt de Bruges - rue Henri Delattre 33521 BRUGES Cdex France,GEODIS CALBERSON AQUITAINE,RUE ROBERT MATHIEU ZONE DE FRET 33520 BRUGES France,NONE,NONE,NONE,ZONE DE FRT DE BRUGES,NONE,NONE,RUE HENRI DELATTRE,NONE,33521,BRUGES,FRANCE,NONE,NONE,NONE,ZONE DE FRET,NONE,NONE,RUE ROBERT MATHIEU,NONE,33520,BRUGES,FRANCE,Match
HEPPNER,Zi Centre International de Fret 33520 BRUGES France,HEPPNER SOCIETE DE TRANSPORTS,RUE ROBERT MATHIEU ZI DE FRET 33520 BRUGES France,NONE,NONE,NONE,ZONE INDUSTRIELLE CENTRE INTERNATIONAL DE FRET,NONE,NONE,NONE,NONE,33520,BRUGES,FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE DE FRET,NONE,NONE,RUE ROBERT MATHIEU,NONE,33520,BRUGES,FRANCE,Match
PARIS AQUITAINE DISTRIBUTION,12 RUE DE GENTS ZI LA LANDE 33450 ST LOUBES FRANCE,PARIS AQUITAINE DISTRIBUTION,14 RUE DES BRUYERES ZI DE LA LANDE 33450 SAINT LOUBES France,NONE,NONE,NONE,ZONE INDUSTRIELLE DE LA LANDE,NONE,12,RUE DE GENTS,NONE,33450,SAINT LOUBES,FRANCE,NONE,NONE,NONE,NONE,NONE,14,RUE DES BRUYERES,NONE,33450,SAINT LOUBES,FRANCE,PartialMatch
EST TRANSPORT,3 ZI Sud 57430 SARRALBE France,TRANSPORTS LEONHART SARL TRANSPORT L\XE9ONHART SARL,6 RUE DES VOSGES Z.I. 57430 SARRALBE France,NONE,NONE,NONE,ZONE INDUSTRIELLE SUD,NONE,3,NONE,NONE,57430,SARRALBE,FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE,NONE,6,RUE DES VOSGES,NONE,57430,SARRALBE,FRANCE,PartialMatch
FORTIN PRENEAU,ZA RAMPY 85350 FROMENTINE LA BARRE DE MONTS France,SAS DES TRANSPORTS FORTIN ET PRENEAU TRANSPORTS FORTIN PRENEAU,1 RUE DES ENTREPRISES ZA DU RAMPY 85550 LA BARRE DE MONTS France,NONE,NONE,NONE,ZONE ARTISANALE RAMPY,NONE,NONE,NONE,NONE,85350,LA BARRE DE MONTS,FRANCE,NONE,NONE,NONE,ZONE ARTISANALE DU RAMPY,NONE,1,RUE DES ENTREPRISES,NONE,85550,LA BARRE DE MONTS,FRANCE,PartialMatch
CASTILLON FROID,Z.I. 64130 MAULEON SOULE France,CASTILLON FROID,ZONE INDUSTRIELLE 64130 MAULEON LICHARRE France,NONE,NONE,NONE,ZONE INDUSTRIELLE,NONE,NONE,NONE,NONE,64130,MAULEON LICHARRE,FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE,NONE,NONE,NONE,NONE,64130,MAULEON LICHARRE,FRANCE,Match
HYVER TRANSPORTS,9 Rue des routiers - Za Bel Air 12000 RODEZ France,TRANSPORTS A.HYVER,5 BEL AIR Z I 12000 RODEZ France,NONE,NONE,NONE,ZONE ARTISANALE BEL AIR,NONE,9,RUE DES ROUTIERS,NONE,12000,RODEZ,FRANCE,NONE,NONE,NONE,BEL AIR ZONE INDUSTRIELLE,NONE,5,NONE,NONE,12000,RODEZ,FRANCE,PartialMatch
TRANSPORTS TEULIER,ZA du Bourg 12110 VIVIEZ France,TRANSPORT TEULIER TRANSPORTS TEULIER,ZONE ACTIVITE LE BOURG 12110 VIVIEZ France,NONE,NONE,NONE,ZONE ARTISANALE DU BOURG,NONE,NONE,NONE,NONE,12110,VIVIEZ,FRANCE,NONE,NONE,NONE,ZONE ACTIVITE LE BOURG,NONE,NONE,NONE,NONE,12110,VIVIEZ,FRANCE,Match
TRANSPORT MANSEC,3 ZAC DU BOIS NOIR 60250 BURY FRANCE,M CHRISTOPHE MANSEC MANSEC CHRISTOPHE,8 RUE DES PRES ZAC DU BOIS NOIR 60250 BURY France,NONE,NONE,NONE,ZONE ARTISANALEC DU BOIS NOIR,NONE,3,NONE,NONE,60250,BURY,FRANCE,NONE,NONE,NONE,ZONE ARTISANALEC DU BOIS NOIR,NONE,8,RUE DES PRES,NONE,60250,BURY,FRANCE,PartialMatch
TRANSPORTS ALIZAIR FRANCE,2 Camparian Nord 33870 VAYRES France,ALIZAIR FRANCE,2 ZA CAMPARIAN33870 VAYRES France,NONE,NONE,NONE,CAMPARC ACTIVITERIAN,NONE,2,NONE,NONE,33870,VAYRES,FRANCE,NONE,NONE,NONE,ZONE ARTISANALE CAMPARC ACTIVITERIAN,NONE,NONE,NONE,NONE,33870,VAYRES,FRANCE,Match
CAPELLE TRANSPORTS,PARC POLARIS 85111 CHANTONNAY FRANCE,CAPELLE TRANSPORTS CAPELLE,PARC D ACTIVITE POLARIS 85110 CHANTONNAY France,NONE,NONE,NONE,PARC POLARIS,NONE,NONE,NONE,NONE,85111,CHANTONNAY,FRANCE,NONE,NONE,NONE,PARC ACTIVITE POLARIS,NONE,NONE,NONE,NONE,85110,CHANTONNAY,FRANCE,Match
TRANSPORTS DENIS,ZA RUE PIERRE ET MARIE CURIE 53950 LOUVERNE FRANCE,TRANSPORTS DENIS,ZONE ARTISANALE 53950 LOUVERNE France,NONE,NONE,NONE,ZONE ARTISANALE,NONE,NONE,RUE PIERRE ET MARIE CURIE,NONE,53950,LOUVERNE,FRANCE,NONE,NONE,NONE,ZONE ARTISANALE,NONE,NONE,NONE,NONE,53950,LOUVERNE,FRANCE,Match
TRANSPORT LAURENT BELLEGUEULLE (SARL),ZA DES CHAMPS DU CLAIR 62160 AIX NOULETTE FRANCE,TRANSPORTS LAURENT BELLEGUEULLE,CHAMPS DU CLERC ZA 62160 AIX NOULETTE France,NONE,NONE,NONE,ZONE ARTISANALE DES CHAMPS DU CLAIR,NONE,NONE,NONE,NONE,62160,AIX NOULETTE,FRANCE,NONE,NONE,NONE,ZONE ARTISANALE CHAMPS DU CLERC,NONE,NONE,NONE,NONE,62160,AIX NOULETTE,FRANCE,Match
DACHSER 01 - GRAVELEAU 01 DAGNEUX,8 ZI LES CHARTINIRES - PARC DES COSTIRES 01120 DAGNEUX FRANCE,DACHSER FRANCE,555 RUE LA CRAZ LOGI ZI LES CHARTINIERES 01120 DAGNEUX France,NONE,NONE,NONE,ZONE INDUSTRIELLE LES CHARTINIRES PARC ACTIVITERC DES COSTIRES,NONE,8,NONE,NONE,1120,DAGNEUX,FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE LES CHARTINIERES,NONE,555,RUE LA CRAZ LOGI,NONE,1120,DAGNEUX,FRANCE,PartialMatch
SIMON SA,9 RUE HENRI BAUCHET 08300 RETHEL France,TRANSPORTS SIMON,8 RUE HENRI BAUCHET ZI DE L'ETOILE 08300 RETHEL France,NONE,NONE,NONE,NONE,NONE,9,RUE HENRI BAUCHET,NONE,8300,RETHEL,FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE DE L'ETOILE,NONE,8,RUE HENRI BAUCHET,NONE,8300,RETHEL,FRANCE,PartialMatch
TRANSPORTS CAPELLE,5 ZI Du Bois Vert BP 19 31122 PORTET SUR GARONNE France,CAPELLE TRANSPORTS CAPELLE,7 AV DU BOIS VERT ZONE INDUSTRIELLE 31120 PORTET SUR GARONNE France,NONE,NONE,NONE,ZONE INDUSTRIELLE DU BOIS VERT,NONE,5,NONE,BP 19,31122,PORTET SUR GARONNE,FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE,NONE,7,AVENUE DU BOIS VERT,NONE,31120,PORTET SUR GARONNE,FRANCE,PartialMatch
TRANSPORTS GAUTIER,ZI LES BOTIAUX 62820 LIBERCOURT FRANCE,GLN TRANSPORTS,LES BOTIAUX ZA 62820 LIBERCOURT France,NONE,NONE,NONE,ZONE INDUSTRIELLE LES BOTIAUX,NONE,NONE,NONE,NONE,62820,LIBERCOURT,FRANCE,NONE,NONE,NONE,ZONE ARTISANALE LES BOTIAUX,NONE,NONE,NONE,NONE,62820,LIBERCOURT,FRANCE,Match
TRANSPORTS M GARNIER,6 ZI TRS LE BOIS - RUE HENRI RAGOT  22602 LOUDEAC FRANCE,TRANSPORTS GARNIER TRANSPORTS MARCEL GARNIER,10 TRES LE BOIS ZONE INDUSTRIELLE 22600 LOUDEAC France,NONE,NONE,NONE,ZONE INDUSTRIELLE TRS LE BOIS,NONE,6,RUE HENRI RAGOT,NONE,22602,LOUDEAC,FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE TRES LE BOIS,NONE,10,NONE,NONE,22600,LOUDEAC,FRANCE,PartialMatch
TRANSPORTS MONTBRISONNAIS,ZA DE CHZIEU 42610 SAINT ROMAIN LE PUY FRANCE,TRANSPORTS MONTBRISONNAIS,Z A DE CHEZIEU 42610 SAINT ROMAIN LE PUY France,NONE,NONE,NONE,ZONE ARTISANALE DE CHZONE INDUSTRIELLEEU,NONE,NONE,NONE,NONE,42610,SAINT ROMAIN,FRANCE,NONE,NONE,NONE,ZONE ARTISANALE DE CHEZONE INDUSTRIELLEEU,NONE,NONE,NONE,NONE,42610,SAINT ROMAIN,FRANCE,Match
LEROUX INTERNATIONAL,ZA la Plaine 87220 Boisseuil France,TRANSPORTS LEROUX,ZA LA PLAINE 87220 BOISSEUIL France,NONE,NONE,NONE,ZONE ARTISANALE LA PLAINE,NONE,NONE,NONE,NONE,87220,BOISSEUIL,FRANCE,NONE,NONE,NONE,ZONE ARTISANALE LA PLAINE,NONE,NONE,NONE,NONE,87220,BOISSEUIL,FRANCE,Match
SAS TOQUERO FRANCE,3 ZONE EUROPORT 57511 ST AVOLD France,URSA FRANCE URSA FRANCE,9 ZONE EUROPORT ZAC DE CARLING 57500 SAINT AVOLD France,NONE,NONE,NONE,ZONE EUROPORT,NONE,3,NONE,NONE,57511,SAINT AVOLD,FRANCE,NONE,NONE,NONE,ZONE EUROPORT,NONE,9,NONE,NONE,57500,SAINT AVOLD,FRANCE,PartialMatch
POLYSERVICE 37,2 ZI LES PERRES 37700 LA VILLE AUX DAMES FRANCE,POLYSERVICE 37,8 RUE CASSANDRE Z.I. LES PERREES 37700 LA VILLE AUX DAMES France,NONE,NONE,NONE,ZONE INDUSTRIELLE LES PERRES,NONE,2,NONE,NONE,37700,LA VILLE AUX DAMES,FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE LES PERREES,NONE,8,RUE CASSANDRE,NONE,37700,LA VILLE AUX DAMES,FRANCE,PartialMatch
TRANSPORTS DUPOUY,zi St Michel 82201 MOISSAC Cdex France,SARL J.S. DUPOUY,ZI ST MICHEL 82200 MOISSAC France,NONE,NONE,NONE,ZONE INDUSTRIELLE SAINT MICHEL,NONE,NONE,NONE,NONE,82201,MOISSAC,FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE SAINT MICHEL,NONE,NONE,NONE,NONE,82200,MOISSAC,FRANCE,Match
SOCIETE BASQUE DE TRANSPORT ET DE TRANSIT,ZI LES JONCAUX 64703 HENDAYE Cedex France,SOCIETE BASQUE DE TRANSPORT ET TRANSIT,ZI JONCAUX 64700 HENDAYE France,NONE,NONE,NONE,ZONE INDUSTRIELLE JONCAUX,NONE,NONE,NONE,NONE,64703,HENDAYE,FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE JONCAUX,NONE,NONE,NONE,NONE,64700,HENDAYE,FRANCE,Match
CLASQUIN FRANCE,parc A Pont Normandie 76700 ROGERVILLE France,CLASQUIN SA,PAR LOGISTIQUE DU PONT DE NDIE ENTREPOTS 76700 ROGERVILLE France,NONE,NONE,NONE,PARC ACTIVITERC A PONT NORMANDIE,NONE,NONE,NONE,NONE,76700,ROGERVILLE,FRANCE,NONE,NONE,NONE,PARC ACTIVITERC A PONT NORMANDIE,NONE,NONE,NONE,NONE,76700,ROGERVILLE,FRANCE,Match
MTM MESSAGERIE TRANIER MONTAUBAN,ZI de Moulis - 300 Impasse Prat de Valat 82710 BRESSOLS France,MESSAGERIES TRANIER MONTAUBAN,5 ZI DE MOULIS 82710 BRESSOLS France,NONE,NONE,NONE,ZONE INDUSTRIELLE DE MOULIS,NONE,300,IMPASSE PRAT DE VALAT,NONE,82710,BRESSOLS,FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE DE MOULIS,NONE,5,NONE,NONE,82710,BRESSOLS,FRANCE,PartialMatch
ALLAIRE TRANSPORTS,ZI DES PARPAREUX 22600 LOUDEAC FRANCE,TRANSPORTS ALLAIRE,LES PARPAREUX ZONE ARTISANALE 22600 LOUDEAC France,NONE,NONE,NONE,ZONE INDUSTRIELLE DES PARC ACTIVITERPARC ACTIVITEREUX,NONE,NONE,NONE,NONE,22600,LOUDEAC,FRANCE,NONE,NONE,NONE,LES PARC ACTIVITERPARC ACTIVITEREUX ZONE ARTISANALE,NONE,NONE,NONE,NONE,22600,LOUDEAC,FRANCE,Match
LGM TP,ZA DE KERLAVAR 29720 PLONEOUR-LANVERN FRANCE,CHEVRIER TP,ZA DE KERGANET 29720 PLONEOUR LANVERN France,NONE,NONE,NONE,ZONE ARTISANALE DE KERLAVAR,NONE,NONE,NONE,NONE,29720,PLONEOUR LANVERN,FRANCE,NONE,NONE,NONE,ZONE ARTISANALE DE KERGANET,NONE,NONE,NONE,NONE,29720,PLONEOUR LANVERN,FRANCE,Match
TRANSPORTS FEINT LEBOUCHER,ZAE DU Vernoy 52250 LONGEAU PERCEY France,TRANSPORTS FEINT LEBOUCHER TRANSPORT FEINT LEBOUCHER,Z A E DU VERNOY Z.A.E.DU VERNOY 52250 LONGEAU PERCEY France,NONE,NONE,NONE,ZAE DU VERNOY,NONE,NONE,NONE,NONE,52250,LONGEAU PERCEY,FRANCE,NONE,NONE,NONE,ZAE DU VERNOY,NONE,NONE,NONE,NONE,52250,LONGEAU PERCEY,FRANCE,Match
TRANSPORTS GAUTIER,ZI LES BOTIAUX 62820 LIBERCOURT FRANCE,GLN TRANSPORTS,LES BOTIAUX ZA 62820 LIBERCOURT France,NONE,NONE,NONE,ZONE INDUSTRIELLE LES BOTIAUX,NONE,NONE,NONE,NONE,62820,LIBERCOURT,FRANCE,NONE,NONE,NONE,LES BOTIAUX ZONE ARTISANALE,NONE,NONE,NONE,NONE,62820,LIBERCOURT,FRANCE,Match
LONG COURS,centre international de fret 44550 Montoir De Bretagne France,LONG-COURS LONG-COURS,ZAC DE CADREAN CENTRE DES AFFAIRES ICARE BAT. C RDC 44550 MONTOIR DE BRETAGNE France,NONE,NONE,NONE,CENTRE INTERNATIONAL DE FRET,NONE,NONE,NONE,NONE,44550,MONTOIR DE BRETAGNE,FRANCE,RDC,BATIMENT C,NONE,ZONE ARTISANALEC DE CADREAN CENTRE DES AFFAIRES ICARE,NONE,NONE,NONE,NONE,44550,MONTOIR DE BRETAGNE,FRANCE,NoMatch
QUERCY MESSAGERIE,ZAC DES GRANDS CAMPS 46090 MERCUES France,QUERCY,ZAC DES GRANDS CAMPS 46090 MERCUES France,NONE,NONE,NONE,ZONE ARTISANALEC DES GRANDS CAMPS,NONE,NONE,NONE,NONE,46090,MERCUES,FRANCE,NONE,NONE,NONE,ZONE ARTISANALEC DES GRANDS CAMPS,NONE,NONE,NONE,NONE,46090,MERCUES,FRANCE,Match
TRANSPORTS AFFRETEMENT CADOURS,8 ZAC ESPECHE 31470 FONTENILLES FRANCE,TRANSPORTS AFFRETEMENT CADOURS ET FILS TRANSPORTS AFFR\XE8TEMENT CADOURS ET FILS,3 AV DE GASCOGNE ZA DE L'ESPECHE 31470 FONTENILLES France,NONE,NONE,NONE,ZONE ARTISANALEC ESPECHE,NONE,8,NONE,NONE,31470,FONTENILLES,FRANCE,NONE,NONE,NONE,ZONE ARTISANALE DE L'ESPECHE,NONE,3,AVENUE DE GASCOGNE,NONE,31470,FONTENILLES,FRANCE,PartialMatch
TRANSPORTS GONDRAND,3 Zi Les Estroublans 13127 VITROLLES France,SFTGF S.F.T GONDRAND FR\XE8RES,6 ZI LES ESTROUBLANS 13127 VITROLLES France,NONE,NONE,NONE,ZONE INDUSTRIELLE LES ESTROUBLANS,NONE,3,NONE,NONE,13127,VITROLLES,FRANCE,NONE,NONE,6,ZONE INDUSTRIELLE LES ESTROUBLANS,NONE,NONE,NONE,NONE,13127,VITROLLES,FRANCE,PartialMatch
